STN,DATE,windrichting,windsnelheid,temperatuur,mintemperatuur,maxtemperatuur,zonneschijnduur,globalestraling,neerslag,bewolking,luchtvochtigheid,referentiegewasverdamping
215,2026-03-11,  227,   53,90,36,110,24,510,61,    6,88,7
215,2026-03-12,  206,   82,90,28,122,86,1146,0,    6,75,16
215,2026-03-13,  216,   67,83,52,108,18,431,76,    8,81,6
215,2026-03-14,  299,   32,56,11,94,45,939,7,    7,85,12
215,2026-03-15,  209,   53,65,-17,115,109,1465,43,    3,76,19
215,2026-03-16,  269,   63,79,53,99,101,1352,1,    6,79,19
215,2026-03-17,  195,   43,111,87,155,52,959,3,    8,83,14
215,2026-03-18,  123,   45,103,59,148,110,1626,0,    6,67,24
215,2026-03-19,    8,   22,81,5,159,110,1584,0,    4,79,22
215,2026-03-20,   51,   39,82,34,124,92,1484,0,    7,70,21
215,2026-03-21,   49,   33,65,19,121,77,1459,0,    4,87,19
215,2026-03-22,   67,   32,76,30,144,111,1637,0,    1,84,22
215,2026-03-23,  301,   24,81,16,127,99,1341,0,    7,84,19
215,2026-03-24,  225,   80,103,63,129,23,865,-1,    8,79,13
215,2026-03-25,  290,   79,71,30,108,43,1089,93,    7,76,15
215,2026-03-26,  332,   65,49,9,77,88,1486,10,    5,73,19
215,2026-03-27,  205,   53,60,-11,105,30,1046,24,    8,79,14
215,2026-03-28,  315,   57,73,52,95,74,1303,29,    6,78,18
215,2026-03-29,  246,   63,70,-5,97,64,1258,48,    5,79,17
215,2026-03-30,  318,   72,75,26,100,92,1407,30,    4,74,19
215,2026-03-31,  302,   28,78,34,112,81,1609,0,    5,86,22
215,2026-04-01,  152,   18,92,57,129,38,1280,0,    8,86,18
215,2026-04-02,  325,   37,71,12,99,5,763,15,    8,90,10
215,2026-04-03,  218,   70,87,10,117,23,918,9,    8,86,13
215,2026-04-04,  221,   60,126,68,156,55,1426,0,    7,74,22
215,2026-04-05,  249,   76,95,21,151,67,1501,-1,    7,77,22
215,2026-04-06,  358,   23,75,1,127,118,2014,0,    7,69,27
215,2026-04-07,  101,   39,102,33,165,123,2096,0,    3,57,31
215,2026-04-08,  114,   31,127,47,202,122,2029,0,    5,58,32
215,2026-04-09,  243,   39,139,69,220,65,1567,1,    6,66,25
215,2026-04-10,  315,   44,82,52,109,61,1533,0,    8,73,21
215,2026-04-11,  175,   58,100,54,170,15,948,1,    7,72,14
215,2026-04-12,  209,   40,92,46,144,95,1792,0,    7,75,26
215,2026-04-13,  353,   15,82,26,134,26,1095,0,    7,83,15
215,2026-04-14,  287,   23,85,13,140,118,2044,0,    1,82,29
215,2026-04-15,  190,   37,124,41,192,73,1696,-1,    7,73,26
215,2026-04-16,  236,   42,117,68,160,119,2154,0,    6,79,33
215,2026-04-17,  220,   25,123,61,192,77,1734,0,    7,81,27
215,2026-04-18,  280,   25,101,44,138,52,1329,-1,    5,87,20
215,2026-04-19,  351,   39,86,34,128,107,2013,0,    4,85,28
215,2026-04-20,    3,   30,77,11,118,71,1450,8,    6,84,20
215,2026-04-21,   55,   48,95,50,140,127,2405,0,    1,65,35
215,2026-04-22,   57,   42,111,49,165,132,2473,0,    0,61,37
215,2026-04-23,    1,   40,86,40,135,122,2501,0,    3,85,35
215,2026-04-24,  357,   35,71,5,124,120,2485,0,    2,89,34
215,2026-04-25,  345,   25,89,29,140,114,2497,0,    4,83,35
215,2026-04-26,   17,   30,95,38,137,111,2368,0,    6,76,34
215,2026-04-27,   39,   33,107,53,152,83,1879,0,    8,70,28
215,2026-04-28,   52,   62,129,79,178,119,2454,0,    3,58,39
215,2026-04-29,   72,   68,132,77,181,137,2548,0,    2,42,40
215,2026-04-30,  104,   62,137,77,195,137,2633,0,    1,40,42
215,2026-05-01,  136,   37,147,76,231,138,2638,0,    0,55,43
215,2026-05-02,  243,   28,143,64,198,85,1954,40,    6,79,32
215,2026-05-03,  198,   25,149,122,178,5,701,34,    8,93,12
215,2026-05-04,  358,   31,135,92,173,91,2161,0,    7,90,35
215,2026-05-05,   32,   49,117,78,155,105,2315,0,    7,73,35
215,2026-05-06,   28,   47,115,71,155,38,1451,0,    8,69,22
215,2026-05-07,  359,   29,112,32,152,130,2469,0,    4,74,37
215,2026-05-08,   61,   25,124,63,176,36,1569,0,    7,77,24
215,2026-05-09,   29,   25,125,49,188,119,2380,0,    3,74,37
215,2026-05-10,   17,   53,117,78,165,114,2239,0,    6,72,34
215,2026-05-11,  333,   64,79,55,113,81,1872,32,    6,72,26
215,2026-05-12,  286,   58,98,60,133,34,1412,4,    7,70,21
215,2026-05-13,  257,   38,95,68,131,75,1654,64,    6,79,24
215,2026-05-14,  351,   37,82,34,126,79,1901,64,    6,81,26
215,2026-05-15,  311,   39,81,33,115,45,1422,55,    7,81,20
215,2026-05-16,  237,   36,92,30,130,60,1342,29,    5,74,19
215,2026-05-17,  212,   35,117,84,151,36,1047,79,    8,90,16
215,2026-05-18,  245,   33,113,58,152,83,2031,-1,    5,83,31
215,2026-05-19,  176,   44,124,58,167,11,1168,29,    8,89,18
215,2026-05-20,  234,   65,148,124,176,58,1921,1,    7,80,32
215,2026-05-21,  258,   35,155,111,198,122,2501,0,    7,80,42
215,2026-05-22,  172,   18,181,99,253,148,2810,0,    4,76,49
215,2026-05-23,  266,   26,194,125,280,126,2571,0,    5,78,46
215,2026-05-24,   18,   21,190,117,252,140,2831,0,    6,73,51
215,2026-05-25,  343,   16,206,122,272,152,2868,0,    0,70,53
215,2026-05-26,  338,   23,212,128,287,150,2842,0,    0,66,53
215,2026-05-27,   59,   44,181,139,221,118,2612,36,    6,65,46
215,2026-05-28,  112,   38,184,114,243,138,2782,4,    4,57,49
215,2026-05-29,  241,   28,188,123,285,48,1528,31,    8,76,27
215,2026-05-30,   48,   24,191,98,243,133,2660,0,    5,71,48
215,2026-05-31,  274,   33,174,131,213,93,2340,0,    7,81,41
215,2026-06-01,  256,   28,172,124,216,100,2461,0,    8,79,43
215,2026-06-02,  215,   37,163,132,207,22,1101,131,    7,87,19
215,2026-06-03,  220,   63,158,136,192,29,1420,23,    8,84,24
215,2026-06-04,  225,   74,155,134,184,64,1669,11,    7,80,28
215,2026-06-05,  258,   49,156,117,184,125,2747,-1,    6,77,46
215,2026-06-06,  192,   49,154,110,197,16,1254,30,    8,79,21
215,2026-06-07,  242,   58,153,130,184,42,1596,67,    8,81,27
215,2026-06-08,  217,   35,153,125,201,2,990,131,    8,84,16
215,2026-06-09,  247,   57,140,98,172,120,2540,71,    5,75,41
215,2026-06-10,  265,   38,127,80,164,125,2458,35,    6,84,39
215,2026-06-11,  235,   44,128,70,163,54,1654,87,    6,86,26
215,2026-06-12,  253,   70,169,154,195,40,1758,4,    7,89,30
215,2026-06-13,  280,   60,155,136,174,65,2280,0,    7,73,38
215,2026-06-14,  308,   59,145,125,168,83,2058,-1,    6,75,34
215,2026-06-15,  327,   35,142,119,173,49,1462,1,    8,78,24
215,2026-06-16,  360,   29,164,123,217,115,2617,0,    7,81,45
215,2026-06-17,  227,   46,190,130,239,69,1958,0,    6,80,35
215,2026-06-18,  294,   20,203,142,255,105,2619,4,    7,86,48
215,2026-06-19,  179,   33,247,171,328,132,2787,66,    4,75,55
215,2026-06-20,  280,   25,205,175,234,104,2638,106,    7,86,48
215,2026-06-21,   58,   27,231,184,277,68,2059,0,    6,79,39
215,2026-06-22,   49,   42,214,174,262,134,2832,0,    7,67,53
215,2026-06-23,  108,   25,232,165,295,131,2772,-1,    4,69,53
215,2026-06-24,   29,   28,265,191,349,151,2830,0,    0,68,57
215,2026-06-25,   65,   43,261,202,310,149,2858,0,    1,73,57
215,2026-06-26,  177,   33,270,211,358,135,2759,0,    5,68,56
215,2026-06-27,  349,   28,228,190,269,59,1367,68,    6,79,26
215,2026-06-28,  243,   42,222,186,259,112,2570,18,    5,74,49
215,2026-06-29,  315,   35,180,115,213,143,3006,0,    3,77,53
215,2026-06-30,  287,   15,165,105,214,17,1231,-1,    7,83,21
215,2026-07-01,  286,   23,178,103,232,142,2913,0,    2,84,51
215,2026-07-02,  271,   55,172,109,212,73,1760,17,    4,82,30
215,2026-07-03,  295,   33,157,100,196,137,2736,0,    6,78,46
215,2026-07-04,  254,   54,194,148,230,79,2186,0,    7,77,39
215,2026-07-05,  290,   45,183,156,209,21,1371,0,    8,85,24
215,2026-07-06,  254,   50,212,153,268,85,2488,0,    7,76,46
215,2026-07-07,  294,   43,196,154,232,117,2681,0,    8,78,48
215,2026-07-08,  316,   33,188,136,219,47,1677,0,    5,83,30
215,2026-07-09,   75,   24,205,126,257,141,2740,0,    4,76,50
215,2026-07-10,   64,   40,219,155,269,150,2841,0,    5,72,53
215,2026-07-11,   40,   35,217,162,263,127,2732,0,    1,78,51
215,2026-07-12,   38,   46,211,148,270,116,2517,0,    3,69,47
215,2026-07-13,   10,   44,203,142,257,143,2890,0,    2,79,53
215,2026-07-14,   49,   50,233,169,288,146,2841,0,    1,67,55
215,2026-07-15,   47,   50,233,186,276,149,2804,0,    3,60,54
215,2026-07-16,   28,   37,214,169,259,96,2099,0,    6,71,39
215,2026-07-17,  323,   43,185,142,213,49,1527,0,    5,82,27
215,2026-07-18,  326,   49,173,149,197,16,1182,8,    7,73,20
215,2026-07-19,  336,   63,171,152,202,85,2301,-1,    5,63,40
215,2026-07-20,  353,   51,166,102,210,80,2128,-1,    5,65,36
215,2026-07-21,  327,   29,162,92,209,45,1888,1,    6,79,32
215,2026-07-22,  326,   51,169,148,203,26,1323,10,    8,78,23
215,2026-07-23,  332,   40,171,137,204,42,1554,-1,    7,80,27
215,2026-07-24,  308,   15,186,134,240,95,2147,-1,    7,79,38
215,2026-07-25,  257,   35,199,129,238,129,2622,0,    5,74,48
215,2026-07-26,  267,   50,195,176,220,22,1032,80,    8,83,19
215,2026-07-27,  287,   45,177,126,207,76,1720,21,    4,79,30
215,2026-07-28,  242,   27,208,126,264,119,2527,0,    6,77,47
215,2026-07-29,  252,   20,244,157,316,145,2633,0,    1,66,51
215,2026-07-30,  285,   25,208,162,246,66,1751,0,    6,81,32
215,2026-07-31,  346,   38,188,119,245,95,2295,0,    6,81,41
215,2026-08-01,  336,   19,177,106,233,119,2466,0,    5,74,43
215,2026-08-02,   59,   33,210,118,266,127,2492,0,    7,59,46
215,2026-08-03,   32,   33,223,174,305,136,2512,0,    6,63,48
215,2026-08-04,  220,   34,239,167,325,94,2058,-1,    3,69,40
215,2026-08-05,  237,   66,217,191,249,96,2095,0,    4,69,39
215,2026-08-06,  289,   46,179,138,205,112,2255,0,    4,65,40
215,2026-08-07,  294,   21,166,100,216,92,2108,0,    5,74,36
215,2026-08-08,   69,   18,182,91,253,135,2524,0,    4,69,44
215,2026-08-09,  237,   23,214,113,289,99,2173,0,    4,62,41
215,2026-08-10,  342,   44,190,147,230,98,1975,0,    5,74,35
215,2026-08-11,   71,   38,177,101,230,139,2457,0,    4,64,43
215,2026-08-12,   91,   40,210,129,287,126,2398,0,    3,51,44
215,2026-08-13,  113,   20,232,125,326,139,2449,0,    0,54,47
215,2026-08-14,  328,   20,234,138,333,135,2350,-1,    2,66,45
215,2026-08-15,   36,   34,210,182,247,22,1048,9,    8,81,19
215,2026-08-16,  330,   20,184,135,236,80,1665,0,    7,78,29
215,2026-08-17,  321,   24,172,136,209,43,1392,80,    8,83,24
215,2026-08-18,  266,   43,185,146,212,10,784,101,    8,89,14
215,2026-08-19,  262,   24,174,128,204,23,1009,197,    7,87,18
215,2026-08-20,  222,   48,174,140,213,80,1612,49,    6,86,28
215,2026-08-21,  344,   30,161,121,204,65,1556,28,    7,85,26
215,2026-08-22,  332,   38,157,129,194,56,1509,55,    6,78,25
215,2026-08-23,  331,   35,159,94,204,62,1580,1,    5,73,27
215,2026-08-24,   73,   35,158,75,214,114,2061,0,    2,71,35
215,2026-08-25,   80,   48,187,131,251,127,2265,0,    3,64,40
215,2026-08-26,  104,   38,197,142,251,85,1752,0,    5,73,32
215,2026-08-27,  127,   39,206,159,275,72,1479,24,    7,81,27
215,2026-08-28,  209,   47,187,166,229,32,991,35,    8,88,18
215,2026-08-29,  208,   62,187,163,227,25,919,255,    8,87,16
215,2026-08-30,  233,   45,187,162,207,28,994,79,    8,90,18
215,2026-08-31,  242,   59,173,138,200,70,1274,132,    7,84,22
215,2026-09-01,  265,   34,163,120,200,103,1878,1,    6,82,32
215,2026-09-02,  228,   43,182,130,207,32,1118,1,    8,79,20
215,2026-09-03,  241,   68,202,173,227,46,1275,18,    8,87,23
215,2026-09-04,  266,   83,193,170,218,10,665,78,    7,79,12
215,2026-09-05,  288,   54,163,100,196,93,1629,-1,    5,77,28
215,2026-09-06,  158,   30,170,90,233,89,1678,0,    6,75,29
215,2026-09-07,  224,   45,199,147,256,80,1610,-1,    7,79,29
215,2026-09-08,  252,   43,167,145,191,0,313,284,    7,87,5
215,2026-09-09,  294,   59,152,94,188,67,1279,54,    5,79,21
215,2026-09-10,  199,   26,144,84,201,41,1068,0,    7,83,17
215,2026-09-11,  236,   33,163,136,204,53,1104,15,    6,89,19
215,2026-09-12,  230,   44,178,130,217,41,1203,103,    8,86,21
215,2026-09-13,  292,   29,180,128,210,17,762,45,    8,92,13
215,2026-09-14,  216,   26,175,111,226,45,1127,9,    7,93,20
215,2026-09-15,  241,   38,191,130,242,77,1304,8,    7,86,23
